intersection_id,tollgate_id,time_window,avg_travel_time
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",109.83
C,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",111.51
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",111.51
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",111.51
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",111.75
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",111.75
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",111.75
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",120.31
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",120.31
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",120.31
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",120.78
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",120.78
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",120.78
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",153.16
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",153.16
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",153.16
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",154.56
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",154.56
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",154.56
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",110.09
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",110.09
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",110.09
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",110.32
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",110.32
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",110.32
C,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",142.42
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",142.42
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",142.42
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",143.8
C,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",143.8
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",143.8
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",120.44
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",120.44
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",120.44
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",120.85
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",120.85
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",120.85
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",115.19
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",115.19
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",115.19
C,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",115.58
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",115.58
C,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",115.58
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",114.26
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",114.26
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",114.26
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",114.4
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",114.4
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",114.4
C,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",126.15
C,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",126.15
C,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",126.15
C,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",126.7
C,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",126.7
C,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",126.7
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",123.99
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",123.99
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",123.99
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",124.64
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",124.64
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",124.64
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",112.81
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",112.81
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",112.81
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",112.98
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",112.98
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",112.98
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",123.8
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",123.8
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",123.8
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",124.42
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",124.42
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",124.42
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",129.35
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",129.35
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",129.35
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",130.17
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",130.17
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",130.17
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",109.67
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",109.67
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",109.67
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",109.91
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",109.91
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",109.91
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",111.59
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",111.59
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",111.59
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",111.83
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",111.83
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",111.83
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",120.4
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",120.4
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",120.4
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",120.87
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",120.87
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",120.87
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",153.21
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",153.21
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",153.21
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",154.61
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",154.61
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",154.61
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",110.17
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",110.17
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",110.17
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",110.4
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",110.4
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",110.4
C,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",142.42
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",142.42
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",142.42
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",143.78
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",143.78
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",143.78
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",120.53
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",120.53
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",120.53
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",120.93
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",120.93
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",120.93
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",115.34
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",115.34
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",115.34
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",115.73
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",115.73
C,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",115.73
