,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
7850,1,2,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,16,7,0,63.4902439024
7851,1,2,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,17,7,0,68.8435135135
7867,1,2,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,18,7,0,69.7876190476
7868,1,2,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,19,7,0,67.2442857143
7869,1,2,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,20,7,0,52.0565217391
7885,1,2,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,21,7,0,60.331875
7886,1,2,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,22,7,0,52.2035
7887,1,2,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,23,7,0,57.61
7900,1,2,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,0,1,0,79.47
7901,1,2,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,1,1,0,33.27
7902,1,2,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,2,1,0,44.6175
7913,1,2,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,3,1,0,55.7657142857
7914,1,2,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,4,1,0,54.7433333333
7915,1,2,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,5,1,0,56.4728571429
7927,1,2,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,6,1,0,63.8365217391
7928,1,2,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,7,1,0,62.193
7929,1,2,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,8,1,0,109.880666667
7944,1,2,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,9,1,0,102.251333333
7945,1,2,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,10,1,0,75.2526086957
7946,1,2,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,11,1,0,61.3996428571
7962,1,2,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,12,1,0,62.558974359
7963,1,2,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,13,1,0,66.1377419355
7964,1,2,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,14,1,0,74.3289189189
7980,1,2,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,15,1,0,58.9694117647
7981,1,2,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,16,1,0,65.4292857143
7982,1,2,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,17,1,0,61.8525641026
7998,1,2,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,18,1,0,72.4091304348
7999,1,2,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,19,1,0,83.675
8000,1,2,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,20,1,0,64.432
8016,1,2,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,21,1,0,52.4891666667
8017,1,2,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,22,1,0,54.6977777778
8018,1,2,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,23,1,0,62.31
8031,1,2,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0,0,2,0,45.1614285714
8032,1,2,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0,1,2,0,56.3366666667
8033,1,2,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0,2,2,0,34.155
8042,1,2,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,3,2,0,32.9533333333
8043,1,2,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,4,2,0,63.7854545455
8044,1,2,1006.3,1011.2,72.0,3.0,28.5,77.0,0.0,5,2,0,51.5142857143
8055,1,2,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,6,2,0,50.73875
8056,1,2,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,7,2,0,66.8375
8057,1,2,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,8,2,0,90.8460869565
8072,1,2,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,9,2,0,72.38975
8073,1,2,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,10,2,0,67.066097561
8074,1,2,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,11,2,0,88.8335483871
8090,1,2,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,12,2,0,54.7682926829
8091,1,2,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,13,2,0,93.7692857143
8092,1,2,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,14,2,0,54.6178125
8108,1,2,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,15,2,0,63.4656818182
8109,1,2,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,16,2,0,167.534666667
8110,1,2,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,17,2,0,60.6021212121
8126,1,2,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,18,2,0,80.4943589744
8127,1,2,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,19,2,0,62.8295833333
8128,1,2,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,20,2,0,60.4615
8144,1,2,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,21,2,0,60.849
8145,1,2,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,22,2,0,54.3263636364
8146,1,2,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,23,2,0,42.3
8160,1,2,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,0,3,0,81.26
8161,1,2,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,1,3,0,131.03
8162,1,2,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,2,3,0,45.6666666667
8172,1,2,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,3,3,0,64.9516666667
8173,1,2,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,4,3,0,55.201
8174,1,2,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,5,3,0,47.176875
8183,1,2,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,6,3,0,50.689047619
8184,1,2,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,7,3,0,57.0742424242
8185,1,2,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,8,3,0,70.2094642857
8201,1,2,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,9,3,0,68.7290384615
8202,1,2,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,10,3,0,63.8979310345
8203,1,2,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,11,3,0,58.0552631579
8219,1,2,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,12,3,0,86.7595744681
8220,1,2,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,13,3,0,68.7922222222
8221,1,2,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,14,3,0,62.45
8237,1,2,1006.7,1011.6,51.0,3.4,22.6,95.0,1.8,15,3,0,68.03
8238,1,2,1006.7,1011.6,51.0,3.4,22.6,95.0,1.8,16,3,0,74.4370454545
8239,1,2,1006.7,1011.6,51.0,3.4,22.6,95.0,1.8,17,3,0,87.8910714286
8255,1,2,1005.6,1010.5,38.0,5.5,22.0,94.0,1.2,18,3,0,75.59125
8256,1,2,1005.6,1010.5,38.0,5.5,22.0,94.0,1.2,19,3,0,100.069090909
8257,1,2,1005.6,1010.5,38.0,5.5,22.0,94.0,1.2,20,3,0,74.9044
8272,1,2,1005.5,1010.5,29.0,4.1,21.5,95.0,0.5,21,3,0,68.223125
8273,1,2,1005.5,1010.5,29.0,4.1,21.5,95.0,0.5,22,3,0,53.54375
8274,1,2,1005.5,1010.5,29.0,4.1,21.5,95.0,0.5,23,3,0,43.3693333333
8287,1,2,1007.8,1012.8,345.0,2.3,21.5,97.0,3.1,0,4,0,54.7083333333
8288,1,2,1007.8,1012.8,345.0,2.3,21.5,97.0,3.1,1,4,0,107.995714286
8289,1,2,1007.8,1012.8,345.0,2.3,21.5,97.0,3.1,2,4,0,92.59
8296,1,2,1007.9,1012.9,359.0,5.1,21.6,96.0,0.4,3,4,0,45.2533333333
8297,1,2,1007.9,1012.9,359.0,5.1,21.6,96.0,0.4,4,4,0,51.3577777778
8298,1,2,1007.9,1012.9,359.0,5.1,21.6,96.0,0.4,5,4,0,50.835
8311,1,2,1006.4,1011.4,355.0,6.9,21.0,95.0,0.1,6,4,0,57.708
8312,1,2,1006.4,1011.4,355.0,6.9,21.0,95.0,0.1,7,4,0,60.2979166667
8313,1,2,1006.4,1011.4,355.0,6.9,21.0,95.0,0.1,8,4,0,119.448431373
8328,1,2,1006.4,1011.4,356.0,4.0,20.6,96.0,1.4,9,4,0,77.2450980392
8329,1,2,1006.4,1011.4,356.0,4.0,20.6,96.0,1.4,10,4,0,72.5697297297
8330,1,2,1006.4,1011.4,356.0,4.0,20.6,96.0,1.4,11,4,0,56.5675
8346,1,2,1007.6,1012.6,10.0,3.1,20.3,97.0,1.5,12,4,0,70.1821621622
8347,1,2,1007.6,1012.6,10.0,3.1,20.3,97.0,1.5,13,4,0,64.8985714286
8348,1,2,1007.6,1012.6,10.0,3.1,20.3,97.0,1.5,14,4,0,70.9567741935
8363,1,2,1007.9,1012.9,342.0,2.6,19.9,97.0,0.3,15,4,0,73.1580487805
8364,1,2,1007.9,1012.9,342.0,2.6,19.9,97.0,0.3,16,4,0,61.1812121212
8365,1,2,1007.9,1012.9,342.0,2.6,19.9,97.0,0.3,17,4,0,70.22325
8381,1,2,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,18,4,0,62.8664864865
8382,1,2,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,19,4,0,66.8
8383,1,2,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,20,4,0,74.0947058824
8399,1,2,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,3,5,0,52.3
8400,1,2,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,4,5,0,48.7114285714
8401,1,2,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,5,5,0,55.57625
8412,1,2,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,6,5,0,47.446875
8413,1,2,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,7,5,0,60.9259259259
8414,1,2,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,8,5,0,85.9551111111
8429,1,2,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,9,5,0,74.0235714286
8430,1,2,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,10,5,0,72.8628947368
8431,1,2,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,11,5,0,51.6777777778
8447,1,2,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,12,5,0,103.85557377
8448,1,2,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,13,5,0,76.05
8449,1,2,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,14,5,0,118.803541667
8465,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,15,5,0,81.0556060606
8466,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,16,5,0,122.166125
8467,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,17,5,0,113.1068
8483,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,18,5,0,91.0847272727
8484,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,19,5,0,72.9105555556
8485,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,20,5,0,71.4114814815
8501,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,21,5,0,71.9151612903
8502,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,22,5,0,68.4768
8503,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,23,5,0,57.5342857143
8519,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,0,6,0,60.1619354839
8520,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,1,6,0,56.632962963
8521,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,2,6,0,52.8565217391
8537,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,3,6,0,83.4891304348
8538,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,4,6,0,43.831627907
8539,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,5,6,0,58.108988764
8555,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,6,6,0,69.5204950495
8556,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,7,6,0,71.2462244898
8557,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,8,6,0,54.9148
8573,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,9,6,0,71.2003296703
8574,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,10,6,0,60.5138356164
8575,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,11,6,0,60.1940909091
8591,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,12,6,0,54.9677464789
8592,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,13,6,0,56.3364444444
8593,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,14,6,0,57.9015789474
8608,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,15,6,0,61.8253846154
8609,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,16,6,0,57.555
8610,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,17,6,0,52.8008108108
8626,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,18,6,0,54.2028
8627,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,19,6,0,56.5863333333
8628,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,20,6,0,47.3767857143
8643,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,21,6,0,47.2953846154
8644,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,22,6,0,45.6408333333
8645,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,23,6,0,40.58625
8661,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,0,7,0,34.607
8662,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,2,7,0,57.315
8671,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,3,7,0,40.8166666667
8672,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,4,7,0,39.536
8673,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,5,7,0,38.6125
8685,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,6,7,0,85.7644827586
8686,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,7,7,0,49.5186363636
8687,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,8,7,0,59.3572222222
8703,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,9,7,0,54.9367307692
8704,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,10,7,0,97.8385714286
8705,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,11,7,0,48.939375
8721,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,12,7,0,49.5688461538
8722,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,13,7,0,54.0544186047
8723,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,14,7,0,50.4439393939
8739,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,15,7,0,55.2495918367
8740,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,16,7,0,49.9184
8741,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,17,7,0,47.3174193548
8757,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,18,7,0,52.8442424242
8758,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,19,7,0,55.9484210526
8759,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,20,7,0,53.6879545455
8775,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,21,7,0,46.7735294118
8776,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,22,7,0,55.6188888889
8777,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,23,7,0,66.2975
8791,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,0,1,0,55.185
8792,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,1,1,0,40.628
8793,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,2,1,0,38.6366666667
8802,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,3,1,0,60.59
8803,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,4,1,0,47.724
8804,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,5,1,0,64.9116666667
8817,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,6,1,0,48.6432
8818,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,7,1,0,51.8948387097
8819,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,8,1,0,49.6919117647
8834,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,9,1,0,31.4257142857
8835,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,10,1,0,105.79
8836,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,11,1,0,61.1768421053
8852,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,12,1,0,50.5912765957
8853,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,13,1,0,57.537027027
8854,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,14,1,0,49.9639655172
8870,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,15,1,0,52.4579069767
8871,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,16,1,0,63.733
8872,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,17,1,0,61.7509090909
8888,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,18,1,0,46.0575862069
8889,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,19,1,0,44.7403333333
8890,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,20,1,0,50.3846666667
8906,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,21,1,0,56.7569565217
8907,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,22,1,0,44.855
8908,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,23,1,0,35.3425
8923,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,0,2,0,49.6533333333
8924,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,1,2,0,60.68
8925,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,2,2,0,48.285
8939,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,3,2,0,36.912
8940,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,4,2,0,96.59
8941,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,5,2,0,41.0322222222
8951,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,6,2,0,51.1623076923
8952,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,7,2,0,56.5053846154
8953,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,8,2,0,50.6049295775
8969,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,9,2,0,58.0312328767
8970,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,10,2,0,57.8636708861
8971,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,11,2,0,61.941
8987,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,12,2,0,52.145
8988,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,13,2,0,48.7542857143
8989,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,14,2,0,55.2321621622
9005,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,15,2,0,58.6239759036
9006,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,16,2,0,66.8098
9007,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,17,2,0,63.1882432432
9023,1,2,1006.6,1011.6,335.0,2.0,20.3,90.0,0.0,18,2,0,66.249787234
9024,1,2,1006.6,1011.6,335.0,2.0,20.3,90.0,0.0,19,2,0,55.6472
9025,1,2,1006.6,1011.6,335.0,2.0,20.3,90.0,0.0,20,2,0,60.8238
9041,1,2,1007.9,1012.9,250.0,1.4,19.9,90.0,0.0,21,2,0,51.6108695652
9042,1,2,1007.9,1012.9,250.0,1.4,19.9,90.0,0.0,22,2,0,43.5138888889
9043,1,2,1007.9,1012.9,250.0,1.4,19.9,90.0,0.0,23,2,0,58.6875
9058,1,2,1010.0,1015.0,32.0,0.9,22.7,80.0,0.0,0,3,0,52.8466666667
9059,1,2,1010.0,1015.0,32.0,0.9,22.7,80.0,0.0,1,3,0,38.52
9060,1,2,1010.0,1015.0,32.0,0.9,22.7,80.0,0.0,2,3,0,68.794
9072,1,2,1010.2,1015.2,340.0,1.5,25.4,68.0,0.0,3,3,0,41.49625
9073,1,2,1010.2,1015.2,340.0,1.5,25.4,68.0,0.0,4,3,0,49.78125
9074,1,2,1010.2,1015.2,340.0,1.5,25.4,68.0,0.0,5,3,0,44.3527272727
9084,1,2,1009.2,1014.2,126.0,1.5,26.5,64.0,0.0,6,3,0,43.5927777778
9085,1,2,1009.2,1014.2,126.0,1.5,26.5,64.0,0.0,7,3,0,47.9905555556
9086,1,2,1009.2,1014.2,126.0,1.5,26.5,64.0,0.0,8,3,0,59.3632692308
9102,1,2,1009.4,1014.4,52.0,2.8,26.5,64.0,0.0,9,3,0,54.8685526316
9103,1,2,1009.4,1014.4,52.0,2.8,26.5,64.0,0.0,10,3,0,52.9682051282
9104,1,2,1009.4,1014.4,52.0,2.8,26.5,64.0,0.0,11,3,0,56.65984375
9120,1,2,1011.5,1016.5,59.0,2.0,25.4,72.0,0.0,12,3,0,59.70328125
9121,1,2,1011.5,1016.5,59.0,2.0,25.4,72.0,0.0,13,3,0,53.5786585366
9122,1,2,1011.5,1016.5,59.0,2.0,25.4,72.0,0.0,14,3,0,59.7670967742
9138,1,2,1012.3,1017.3,8.0,3.3,24.7,76.0,0.0,15,3,0,65.6238738739
9139,1,2,1012.3,1017.3,8.0,3.3,24.7,76.0,0.0,16,3,0,70.73484375
9140,1,2,1012.3,1017.3,8.0,3.3,24.7,76.0,0.0,17,3,0,66.0090654206
9156,1,2,1012.0,1016.9,84.0,2.0,24.2,86.0,0.0,18,3,0,68.0124358974
9157,1,2,1012.0,1016.9,84.0,2.0,24.2,86.0,0.0,19,3,0,60.4916363636
9158,1,2,1012.0,1016.9,84.0,2.0,24.2,86.0,0.0,20,3,0,67.3296470588
9174,1,2,1013.0,1018.0,37.0,2.7,22.8,82.0,0.0,21,3,0,71.732
9175,1,2,1013.0,1018.0,37.0,2.7,22.8,82.0,0.0,22,3,0,47.0660869565
9176,1,2,1013.0,1018.0,37.0,2.7,22.8,82.0,0.0,23,3,0,52.856
9192,1,2,1014.9,1019.9,56.0,4.1,23.1,81.0,0.0,0,4,0,42.396
9193,1,2,1014.9,1019.9,56.0,4.1,23.1,81.0,0.0,1,4,0,42.4125
9194,1,2,1014.9,1019.9,56.0,4.1,23.1,81.0,0.0,2,4,0,40.9366666667
9205,1,2,1014.9,1019.9,53.0,4.7,25.2,69.0,0.0,3,4,0,53.9928571429
9206,1,2,1014.9,1019.9,53.0,4.7,25.2,69.0,0.0,4,4,0,54.76125
9207,1,2,1014.9,1019.9,53.0,4.7,25.2,69.0,0.0,5,4,0,42.0905263158
9217,1,2,1013.4,1018.4,59.0,1.5,23.9,82.0,0.8,6,4,0,46.908
9218,1,2,1013.4,1018.4,59.0,1.5,23.9,82.0,0.8,7,4,0,56.94925
9219,1,2,1013.4,1018.4,59.0,1.5,23.9,82.0,0.8,8,4,0,59.1154347826
9234,1,2,1014.2,1019.2,64.0,3.2,23.0,69.0,0.0,9,4,0,58.4006060606
9235,1,2,1014.2,1019.2,64.0,3.2,23.0,69.0,0.0,10,4,0,51.2634693878
9236,1,2,1014.2,1019.2,64.0,3.2,23.0,69.0,0.0,11,4,0,57.9719736842
9252,1,2,1015.1,1020.1,85.0,1.5,22.2,74.0,0.0,12,4,0,55.607761194
9253,1,2,1015.1,1020.1,85.0,1.5,22.2,74.0,0.0,13,4,0,59.819625
9254,1,2,1015.1,1020.1,85.0,1.5,22.2,74.0,0.0,14,4,0,72.1287209302
9270,1,2,1014.2,1019.2,87.0,1.8,21.5,76.0,0.0,15,4,0,70.7177227723
9271,1,2,1014.2,1019.2,87.0,1.8,21.5,76.0,0.0,16,4,0,68.964691358
9272,1,2,1014.2,1019.2,87.0,1.8,21.5,76.0,0.0,17,4,0,67.2112643678
9288,1,2,1012.8,1017.8,4.0,1.5,20.9,80.0,0.0,18,4,0,68.9048235294
9289,1,2,1012.8,1017.8,4.0,1.5,20.9,80.0,0.0,19,4,0,66.2472368421
9290,1,2,1012.8,1017.8,4.0,1.5,20.9,80.0,0.0,20,4,0,58.5092307692
9306,1,2,1012.0,1017.0,25.0,2.3,20.1,81.0,0.0,21,4,0,51.0191666667
9307,1,2,1012.0,1017.0,25.0,2.3,20.1,81.0,0.0,22,4,0,52.1663636364
9308,1,2,1012.0,1017.0,25.0,2.3,20.1,81.0,0.0,23,4,0,35.1633333333
9323,1,2,1012.5,1017.5,38.0,3.3,20.3,83.0,0.0,0,5,0,43.604
9324,1,2,1012.5,1017.5,38.0,3.3,20.3,83.0,0.0,1,5,0,39.15
9325,1,2,1012.5,1017.5,38.0,3.3,20.3,83.0,0.0,2,5,0,37.7883333333
9336,1,2,1010.9,1015.9,331.0,1.8,20.2,92.0,0.3,3,5,0,55.28
9337,1,2,1010.9,1015.9,331.0,1.8,20.2,92.0,0.3,4,5,0,121.224
9338,1,2,1010.9,1015.9,331.0,1.8,20.2,92.0,0.3,5,5,0,44.3657142857
9351,1,2,1009.1,1014.1,299.0,2.5,20.0,96.0,0.0,6,5,0,42.6129411765
9352,1,2,1009.1,1014.1,299.0,2.5,20.0,96.0,0.0,7,5,0,48.218
9353,1,2,1009.1,1014.1,299.0,2.5,20.0,96.0,0.0,8,5,0,52.1955263158
9368,1,2,1008.7,1013.7,310.0,1.5,20.4,97.0,0.0,9,5,0,50.5950980392
9369,1,2,1008.7,1013.7,310.0,1.5,20.4,97.0,0.0,10,5,0,49.7084375
9370,1,2,1008.7,1013.7,310.0,1.5,20.4,97.0,0.0,11,5,0,53.0658139535
9386,1,2,1008.9,1013.9,319.0,1.8,20.7,98.0,0.6,12,5,0,61.9923404255
9387,1,2,1008.9,1013.9,319.0,1.8,20.7,98.0,0.6,13,5,0,59.6654320988
9388,1,2,1008.9,1013.9,319.0,1.8,20.7,98.0,0.6,14,5,0,58.4872093023
9404,1,2,1008.9,1013.9,353.0,2.5,20.9,98.0,2.5,15,5,0,61.6754285714
9405,1,2,1008.9,1013.9,353.0,2.5,20.9,98.0,2.5,16,5,0,55.3598701299
9406,1,2,1008.9,1013.9,353.0,2.5,20.9,98.0,2.5,17,5,0,54.5757692308
